transformer_id,timestamp,voltage_kv,current_a,oil_temperature_c,winding_temperature_c,oil_level_pct,vibration_mm_s,load_percentage,ambient_temperature_c,humidity_pct,dissolved_gas_ppm
TR-004,2026-09-19T21:00:00,33.52,201.74,63.3,77.85,84.6,1.75,64.57,26.1,61.71,73.21
TR-004,2026-09-19T22:00:00,33.62,200.36,63.2,76.43,84.1,1.71,63.31,26.15,65.08,75.95
TR-004,2026-09-19T23:00:00,33.27,196.41,63.6,78.06,84.08,1.85,63.28,24.91,67.64,74.02
TR-005,2026-09-15T00:00:00,11.2,78.99,45.36,57.65,88.27,1.65,43.58,22.12,68.8,44.65
TR-005,2026-09-15T01:00:00,11.19,86.8,45.16,57.53,87.58,1.41,43.61,24.63,67.13,45.7
TR-005,2026-09-15T02:00:00,11.03,79.26,45.25,56.91,88.13,1.5,43.13,23.2,67.71,45.92
TR-005,2026-09-15T03:00:00,10.94,94.02,46.3,58.1,87.44,1.65,47.63,24.64,62.63,44.83
TR-005,2026-09-15T04:00:00,11.11,92.62,46.24,59.08,88.37,1.67,46.18,26.11,63.27,45.3
TR-005,2026-09-15T05:00:00,10.89,89.24,47.44,59.52,87.66,1.59,47.47,24.63,67.01,46.63
TR-005,2026-09-15T06:00:00,11.17,95.87,48.23,61.16,87.36,1.74,48.95,26.73,62.52,46.08
TR-005,2026-09-15T07:00:00,11.03,98.14,48.74,61.05,87.69,1.52,51.57,27.73,62.87,46.6
TR-005,2026-09-15T08:00:00,11.05,90.55,48.5,61.53,87.71,1.65,50.0,28.05,58.1,48.11
TR-005,2026-09-15T09:00:00,11.09,100.99,51.04,63.48,87.82,1.7,55.07,28.41,58.1,47.07
TR-005,2026-09-15T10:00:00,11.08,100.02,50.7,62.64,87.31,1.56,50.5,30.22,56.35,47.6
TR-005,2026-09-15T11:00:00,11.13,99.89,51.18,63.71,87.94,1.74,52.51,31.35,55.87,48.39
TR-005,2026-09-15T12:00:00,11.16,94.79,50.91,63.25,87.91,1.57,51.58,31.3,56.31,46.47
TR-005,2026-09-15T13:00:00,10.87,100.73,50.98,64.26,87.65,1.42,52.37,30.59,58.91,47.2
TR-005,2026-09-15T14:00:00,10.99,107.33,52.93,65.65,87.63,1.68,56.96,30.74,56.74,49.8
TR-005,2026-09-15T15:00:00,10.85,99.76,51.28,64.2,87.89,1.52,51.7,29.94,60.11,46.95
TR-005,2026-09-15T16:00:00,10.86,103.77,52.08,65.07,87.81,1.5,53.71,31.0,55.73,49.32
TR-005,2026-09-15T17:00:00,10.82,106.08,52.01,64.44,87.42,1.65,56.89,29.61,56.84,47.79
TR-005,2026-09-15T18:00:00,10.9,102.98,51.58,64.62,87.07,1.69,54.06,29.41,59.16,51.45
TR-005,2026-09-15T19:00:00,11.08,102.06,50.13,62.93,87.25,1.6,51.43,30.13,60.28,49.17
TR-005,2026-09-15T20:00:00,11.03,90.75,48.53,60.31,87.51,1.63,47.66,28.4,62.78,48.01
TR-005,2026-09-15T21:00:00,11.06,83.35,48.51,61.44,87.28,1.48,45.88,28.38,60.29,50.8
TR-005,2026-09-15T22:00:00,10.87,83.01,46.83,58.88,87.16,1.36,44.84,27.54,62.31,49.87
TR-005,2026-09-15T23:00:00,11.05,89.55,47.54,59.75,87.48,1.72,49.61,25.03,66.74,51.33
TR-005,2026-09-16T00:00:00,11.06,85.58,44.33,56.65,87.19,1.6,42.98,22.78,70.34,50.2
TR-005,2026-09-16T01:00:00,10.92,87.49,45.91,58.52,87.64,1.49,45.86,22.46,71.63,50.37
TR-005,2026-09-16T02:00:00,11.21,79.64,45.09,56.63,87.32,1.62,41.25,25.03,66.46,52.32
TR-005,2026-09-16T03:00:00,10.79,83.59,45.4,57.32,87.64,1.43,44.45,24.66,64.32,50.2
TR-005,2026-09-16T04:00:00,11.12,97.52,46.82,59.22,87.16,1.46,49.15,25.16,67.3,52.93
TR-005,2026-09-16T05:00:00,11.12,87.63,48.79,61.81,87.31,1.43,48.0,27.12,63.17,52.09
TR-005,2026-09-16T06:00:00,11.01,90.92,49.72,62.41,86.69,1.57,50.46,27.96,57.84,52.58
TR-005,2026-09-16T07:00:00,10.92,97.6,49.83,62.13,86.76,1.51,50.96,26.77,61.26,52.51
TR-005,2026-09-16T08:00:00,10.85,88.12,48.02,60.32,86.75,1.5,47.57,26.55,61.59,51.57
TR-005,2026-09-16T09:00:00,10.9,98.53,50.3,62.83,86.95,1.47,53.2,27.38,61.25,53.95
TR-005,2026-09-16T10:00:00,10.8,93.03,49.31,61.9,87.32,1.64,49.35,28.37,60.64,52.75
TR-005,2026-09-16T11:00:00,11.09,108.07,53.08,66.53,86.92,1.5,55.98,30.1,59.23,55.43
TR-005,2026-09-16T12:00:00,10.98,104.67,51.89,64.33,86.64,1.74,54.12,31.3,56.25,55.65
TR-005,2026-09-16T13:00:00,11.09,105.11,53.2,66.03,86.42,1.61,54.45,32.2,53.31,54.09
TR-005,2026-09-16T14:00:00,11.12,102.92,50.82,64.15,87.16,1.55,53.62,30.88,57.08,55.67
TR-005,2026-09-16T15:00:00,10.96,104.72,52.73,66.49,86.71,1.57,55.57,31.7,56.83,55.11
TR-005,2026-09-16T16:00:00,10.97,110.51,52.12,65.48,86.38,1.79,56.65,30.8,56.75,54.95
TR-005,2026-09-16T17:00:00,10.98,103.47,51.2,64.8,86.34,1.48,54.17,30.97,57.93,56.34
TR-005,2026-09-16T18:00:00,11.0,99.51,50.41,63.67,87.14,1.64,51.53,28.1,57.35,54.09
TR-005,2026-09-16T19:00:00,11.01,91.54,48.52,61.2,86.53,1.59,48.76,28.9,61.63,54.97
TR-005,2026-09-16T20:00:00,10.97,107.75,49.65,61.74,87.17,1.58,54.17,27.53,58.97,55.18
TR-005,2026-09-16T21:00:00,11.02,87.95,49.34,61.49,87.01,1.69,48.64,27.94,59.0,57.06
TR-005,2026-09-16T22:00:00,10.92,89.84,47.88,60.45,86.59,1.45,47.9,26.31,62.34,58.2
TR-005,2026-09-16T23:00:00,10.85,100.98,48.06,59.92,86.11,1.66,50.53,26.51,62.66,56.5
TR-005,2026-09-17T00:00:00,10.82,90.82,45.84,58.54,86.66,1.52,47.05,22.41,66.96,57.04
TR-005,2026-09-17T01:00:00,10.98,83.07,45.23,57.36,86.88,1.43,44.48,22.39,68.93,56.89
TR-005,2026-09-17T02:00:00,10.94,90.99,46.47,57.93,86.48,1.6,45.37,24.2,64.05,58.43
TR-005,2026-09-17T03:00:00,11.21,97.43,46.91,60.02,86.06,1.56,49.81,24.56,67.11,59.59
TR-005,2026-09-17T04:00:00,11.06,85.63,44.74,56.4,86.72,1.51,43.5,24.77,65.42,57.88
TR-005,2026-09-17T05:00:00,10.97,99.0,48.22,59.95,86.83,1.66,49.68,26.89,63.53,58.5
TR-005,2026-09-17T06:00:00,10.99,82.65,47.44,60.01,86.5,1.46,45.24,25.32,62.02,58.52
TR-005,2026-09-17T07:00:00,10.9,96.08,50.26,62.21,85.96,1.48,52.5,26.68,63.03,57.35
TR-005,2026-09-17T08:00:00,11.14,92.99,49.48,62.48,86.68,1.52,50.2,28.6,57.11,57.58
TR-005,2026-09-17T09:00:00,10.85,104.52,52.36,64.89,86.23,1.67,55.03,30.15,55.54,60.19
TR-005,2026-09-17T10:00:00,11.06,99.95,49.05,61.5,86.06,1.67,51.26,28.18,61.74,59.63
TR-005,2026-09-17T11:00:00,11.09,99.46,51.18,63.12,86.66,1.58,52.48,28.94,60.16,61.6
TR-005,2026-09-17T12:00:00,10.8,110.27,53.39,66.31,86.62,1.75,55.84,31.08,54.89,59.07
TR-005,2026-09-17T13:00:00,11.07,97.9,52.09,65.15,86.26,1.49,52.1,32.15,53.3,61.01
TR-005,2026-09-17T14:00:00,11.02,103.74,51.52,63.71,85.74,1.59,53.69,33.0,51.32,59.63
TR-005,2026-09-17T15:00:00,10.79,96.35,52.37,65.66,86.56,1.65,52.86,32.65,54.77,59.23
TR-005,2026-09-17T16:00:00,10.84,110.3,53.41,67.31,86.48,1.71,57.23,31.87,53.22,60.87
TR-005,2026-09-17T17:00:00,11.06,112.39,52.01,65.78,86.32,1.58,56.93,29.33,56.48,59.55
TR-005,2026-09-17T18:00:00,10.95,102.29,51.77,64.32,85.96,1.61,54.72,28.01,63.06,61.94
TR-005,2026-09-17T19:00:00,11.0,89.52,48.87,61.51,86.4,1.64,48.99,29.47,55.91,60.04
TR-005,2026-09-17T20:00:00,10.89,96.74,49.39,62.22,86.39,1.64,51.2,29.19,57.31,62.8
TR-005,2026-09-17T21:00:00,11.03,100.7,50.46,63.12,86.27,1.7,52.92,28.65,61.24,62.41
TR-005,2026-09-17T22:00:00,11.2,88.26,46.95,59.68,85.76,1.59,44.78,26.61,61.99,63.03
TR-005,2026-09-17T23:00:00,10.82,98.16,48.63,61.2,86.14,1.64,51.48,27.38,59.49,60.91
TR-005,2026-09-18T00:00:00,10.86,82.14,45.08,56.65,85.42,1.55,42.2,23.86,68.12,61.56
TR-005,2026-09-18T01:00:00,11.1,79.99,43.51,55.32,85.62,1.51,41.61,23.3,69.56,63.05
TR-005,2026-09-18T02:00:00,10.8,88.6,46.67,58.47,86.09,1.62,48.97,24.86,64.96,64.21
TR-005,2026-09-18T03:00:00,10.85,93.76,47.08,58.91,85.9,1.56,48.93,25.94,66.1,61.93
TR-005,2026-09-18T04:00:00,10.84,88.85,46.68,59.51,85.68,1.45,48.49,23.98,67.08,65.27
TR-005,2026-09-18T05:00:00,11.0,87.85,46.8,58.7,86.0,1.7,44.66,25.16,65.83,63.55
TR-005,2026-09-18T06:00:00,11.03,96.24,50.55,63.7,85.75,1.54,52.56,27.68,58.7,63.06
TR-005,2026-09-18T07:00:00,11.09,93.65,49.36,61.04,85.23,1.69,49.01,27.15,62.45,65.86
TR-005,2026-09-18T08:00:00,10.99,83.89,46.86,59.31,85.99,1.52,46.75,27.04,63.78,66.09
TR-005,2026-09-18T09:00:00,10.87,102.29,50.41,63.89,85.68,1.44,53.1,28.74,57.47,65.25
TR-005,2026-09-18T10:00:00,11.06,109.42,50.7,63.33,85.16,1.64,56.1,28.88,56.75,64.95
TR-005,2026-09-18T11:00:00,11.02,102.7,52.58,65.22,85.2,1.73,55.53,30.81,57.4,67.62
TR-005,2026-09-18T12:00:00,10.86,104.62,51.47,64.0,85.41,1.55,54.17,29.3,60.38,67.03
TR-005,2026-09-18T13:00:00,11.11,102.4,51.3,63.93,85.07,1.73,51.66,30.36,58.29,66.62
TR-005,2026-09-18T14:00:00,10.87,106.0,52.85,65.51,85.02,1.7,54.86,31.48,57.5,66.0
TR-005,2026-09-18T15:00:00,10.99,100.7,51.37,64.83,85.34,1.56,53.08,32.5,51.57,67.63
TR-005,2026-09-18T16:00:00,11.21,102.34,52.1,64.38,85.0,1.75,55.43,29.55,57.93,65.68
TR-005,2026-09-18T17:00:00,11.17,100.2,51.39,64.27,85.0,1.76,52.19,30.87,58.33,65.6
TR-005,2026-09-18T18:00:00,11.0,110.14,52.39,65.02,85.53,1.71,55.36,29.61,56.56,66.81
TR-005,2026-09-18T19:00:00,11.17,100.1,49.96,61.87,85.75,1.43,52.2,27.61,60.91,68.82
TR-005,2026-09-18T20:00:00,11.01,88.88,49.11,61.25,84.98,1.57,46.89,28.89,56.24,68.93
TR-005,2026-09-18T21:00:00,10.84,99.21,49.44,62.2,85.01,1.68,53.29,27.78,62.98,69.24
TR-005,2026-09-18T22:00:00,10.98,88.12,47.16,59.67,85.05,1.52,44.95,27.79,61.62,69.94
TR-005,2026-09-18T23:00:00,11.17,82.65,45.72,57.35,85.6,1.54,44.38,24.6,67.37,69.9
TR-005,2026-09-19T00:00:00,11.17,77.92,43.84,55.7,85.51,1.35,39.77,21.33,69.7,69.48
TR-005,2026-09-19T01:00:00,10.86,82.27,44.78,56.18,85.57,1.42,42.99,22.03,67.14,69.16
TR-005,2026-09-19T02:00:00,11.04,96.76,47.22,59.15,84.91,1.48,48.51,23.13,68.89,68.61
TR-005,2026-09-19T03:00:00,10.93,80.5,44.5,56.66,85.21,1.52,42.44,24.75,64.13,70.23
TR-005,2026-09-19T04:00:00,11.2,96.7,47.54,60.6,84.96,1.42,49.27,26.66,64.9,69.15
TR-005,2026-09-19T05:00:00,10.83,95.55,49.14,62.37,84.99,1.63,51.47,26.59,61.37,72.13
TR-005,2026-09-19T06:00:00,10.84,91.72,48.57,60.65,84.5,1.7,49.08,26.5,61.14,72.29
TR-005,2026-09-19T07:00:00,10.96,95.02,49.05,61.77,85.11,1.7,50.84,27.77,60.52,69.97
TR-005,2026-09-19T08:00:00,11.13,87.31,48.07,61.11,85.15,1.4,47.68,27.28,60.7,70.82
TR-005,2026-09-19T09:00:00,11.19,95.01,49.77,62.71,85.04,1.62,48.89,28.02,58.39,70.2
TR-005,2026-09-19T10:00:00,10.92,89.04,48.4,60.89,84.35,1.5,48.83,28.61,58.65,70.99
TR-005,2026-09-19T11:00:00,10.85,100.16,51.63,64.47,84.44,1.59,53.76,31.26,54.53,69.77
TR-005,2026-09-19T12:00:00,11.21,105.24,52.66,65.39,85.2,1.8,56.28,31.28,56.02,70.59
TR-005,2026-09-19T13:00:00,11.18,105.5,53.26,66.92,84.37,1.65,55.83,31.9,53.5,71.86
TR-005,2026-09-19T14:00:00,10.98,107.99,53.69,67.13,84.42,1.81,58.98,30.67,55.16,70.59
TR-005,2026-09-19T15:00:00,10.98,107.39,52.03,64.55,84.49,1.66,55.62,30.1,60.01,74.38
TR-005,2026-09-19T16:00:00,10.85,104.73,51.0,63.45,84.49,1.77,53.26,30.28,59.33,71.35
TR-005,2026-09-19T17:00:00,10.98,109.92,51.78,65.24,85.08,1.6,55.26,30.91,58.51,71.81
TR-005,2026-09-19T18:00:00,10.82,98.16,51.56,65.13,84.15,1.76,53.2,29.26,60.15,71.85
TR-005,2026-09-19T19:00:00,11.18,95.74,50.25,63.23,84.19,1.47,50.84,28.83,58.55,73.97
TR-005,2026-09-19T20:00:00,11.14,92.57,48.02,60.19,84.05,1.37,46.96,27.41,59.96,75.82
TR-005,2026-09-19T21:00:00,10.99,101.02,50.06,62.76,84.68,1.51,52.36,28.51,57.45,73.36
TR-005,2026-09-19T22:00:00,10.81,102.59,49.84,63.17,84.59,1.59,52.7,26.91,63.3,72.98
TR-005,2026-09-19T23:00:00,11.03,94.48,46.38,58.4,84.81,1.43,47.91,24.99,62.99,73.84
